30	84	1
30	86	1
30	88	1
31	32	1
31	33	1
31	34	1
31	71	1
32	33	1
32	34	1
32	71	1
32	72	1
33	34	1
33	35	1
33	57	1
33	67	1
33	68	1
33	69	1
33	71	1
34	35	1
34	36	1
34	58	1
34	67	1
34	68	1
34	69	1
34	70	1
34	72	1
35	36	1
35	37	1
35	43	1
35	45	1
35	47	1
35	67	1
35	68	1
35	77	1
35	97	1
35	111	1
36	48	1
36	67	1
36	68	1
36	78	1
36	111	1
37	39	1
37	41	1
37	47	1
37	55	1
37	67	1
37	73	1
37	77	1
37	79	1
37	89	1
37	95	1
37	97	1
38	40	1
38	42	1
38	48	1
38	56	1
38	68	1
38	74	1
38	78	1
38	82	1
38	88	1
38	90	1
38	96	1
38	98	1
39	41	1
39	47	1
39	55	1
39	77	1
39	83	1
39	87	1
39	89	1
39	95	1
39	97	1
40	42	1
40	48	1
40	56	1
40	78	1
40	84	1
40	88	1
40	90	1
40	96	1
40	98	1
40	100	1
41	55	1
41	73	1
41	83	1
42	56	1
42	72	1
42	74	1
42	84	1
42	88	1
42	90	1
43	44	1
43	45	1
43	46	1
43	47	1
43	48	1
43	49	1
43	51	1
43	53	1
43	67	1
43	68	1
43	91	1
43	97	1
43	99	1
43	100	1
43	111	1
43	112	1
44	45	1
44	46	1
44	47	1
44	48	1
44	50	1
44	52	1
44	54	1
44	56	1
44	67	1
44	68	1
44	111	1
45	46	1
45	49	1
45	51	1
45	59	1
45	67	1
45	68	1
46	50	1
46	52	1
46	60	1
46	67	1
46	68	1
47	48	1
47	49	1
47	51	1
47	53	1
47	55	1
47	67	1
47	77	1
47	91	1
47	93	1
47	95	1
47	97	1
47	99	1
47	111	1
47	112	1
48	52	1
48	54	1
48	56	1
48	67	1
48	68	1
48	78	1
48	92	1
48	96	1
48	97	1
48	98	1
48	99	1
48	100	1
48	110	1
48	111	1
48	112	1
49	51	1
49	59	1
49	61	1
49	65	1
49	67	1
49	68	1
50	52	1
50	60	1
50	62	1
50	66	1
50	68	1
51	53	1
51	55	1
51	59	1
51	61	1
51	65	1
51	67	1
51	85	1
51	89	1
52	54	1
52	56	1
52	60	1
52	66	1
52	86	1
52	90	1
53	55	1
53	85	1
53	89	1
53	91	1
53	99	1
54	56	1
54	86	1
54	90	1
54	92	1
54	100	1
55	83	1
55	85	1
55	87	1
55	89	1
55	91	1
55	95	1
55	97	1
55	99	1
55	107	1
56	86	1
56	88	1
56	90	1
56	92	1
56	96	1
56	98	1
56	100	1
56	108	1
57	59	1
57	61	1
57	63	1
57	67	1
57	69	1
57	79	1
57	81	1
58	60	1
58	62	1
58	64	1
58	68	1
58	70	1
58	82	1
59	61	1
59	65	1
59	67	1
59	69	1
60	62	1
60	66	1
60	68	1
60	70	1
61	63	1
61	65	1
62	64	1
62	66	1
63	65	1
63	79	1
63	81	1
63	85	1
64	66	1
64	82	1
64	86	1
65	81	1
65	85	1
66	68	1
66	82	1
66	86	1
67	68	1
67	69	1
67	70	1
67	97	1
67	111	1
68	69	1
68	70	1
68	111	1
69	70	1
71	73	1
71	75	1
71	77	1
72	74	1
72	76	1
72	78	1
73	75	1
73	77	1
73	79	1
74	76	1
74	78	1
74	80	1
74	82	1
75	77	1
76	78	1
77	78	1
77	97	1
79	81	1
79	85	1
80	82	1
81	83	1
81	85	1
82	84	1
82	86	1
82	88	1
83	85	1
83	87	1
83	89	1
84	86	1
84	88	1
84	90	1
85	87	1
85	89	1
86	88	1
86	90	1
87	89	1
88	90	1
89	91	1
89	97	1
89	99	1
90	92	1
90	100	1
91	93	1
91	94	1
91	99	1
91	101	1
91	103	1
91	112	1
91	113	1
91	114	1
92	93	1
92	94	1
92	100	1
92	102	1
92	104	1
92	112	1
92	113	1
92	114	1
93	94	1
93	99	1
93	100	1
93	101	1
93	103	1
93	104	1
93	112	1
93	113	1
93	114	1
94	98	1
94	100	1
94	102	1
94	104	1
94	108	1
94	112	1
94	113	1
94	114	1
95	97	1
95	109	1
95	110	1
95	111	1
96	98	1
96	109	1
96	110	1
96	111	1
96	116	1
97	99	1
97	101	1
97	103	1
97	105	1
97	107	1
97	109	1
97	110	1
97	111	1
97	112	1
98	100	1
98	108	1
98	109	1
98	110	1
98	111	1
98	112	1
99	101	1
99	103	1
99	105	1
99	107	1
99	111	1
99	112	1
99	113	1
99	114	1
100	102	1
100	104	1
100	108	1
100	111	1
100	112	1
100	113	1
100	114	1
100	115	1
101	103	1
101	105	1
101	107	1
102	104	1
102	108	1
102	114	1
103	105	1
103	106	1
103	107	1
103	111	1
103	112	1
103	113	1
103	114	1
103	115	1
104	106	1
104	108	1
104	111	1
104	112	1
104	113	1
104	114	1
104	115	1
105	106	1
105	107	1
105	109	1
105	111	1
105	112	1
105	114	1
105	115	1
105	116	1
106	114	1
106	115	1
106	116	1
109	110	1
109	111	1
109	115	1
109	116	1
110	111	1
111	112	1
111	114	1
111	115	1
111	116	1
112	113	1
112	114	1
112	115	1
113	114	1
114	115	1
115	116	1
